ISIN,WKN,MarketingName,EDVKuerzel,PRIMARY_RIC,LupoxGruppe,KVNR,ListingXSTU,PROFILNAME,ListingTradeRebel
AN8068571086,853390,Schlumberger Ltd. (SLB),SCL,SLB,AL,6166,1,Z_USA_Liq2_TG,1
ARP125991090,892998,Banco BBVA Argentina S.A.,BDPA,FRA,AL,6166,1,Z_noMM,0
AT000000ETS9,A3EVYK,EuroTeleSites AG,7YF,7YF,AM,6166,1,Z_EU_Liq2_TG,1
AT000000STR1,A0M23V,Strabag SE,XD4,STRV,AM,6166,1,Z_EU_Liq1_DETG,1
AT00000AMAG3,A1JFYU,Amag Austria Metall AG,AM8,AM8,AM,6166,1,Z_EU_Liq3_noDETG,0
AT00000FACC2,A1147K,Facc AG,1FC,1FC,AM,6166,1,Z_EU_Liq2_TG,0
AT00000VIE62,A2AMK9,Flughafen Wien AG,FLW1,FLW1,AM,6166,1,Z_EU_Liq2_TG,0
AT0000606306,A0D9SU,Raiffeisen Bank International AG,RAW,RBIV,AM,6166,1,Z_EU_Liq1_DETG,1
AT0000609607,850185,Porr AG,ABS2,ABGV,AM,6166,1,Z_EU_Liq1_DETG,1
AT0000616701,A0F5L6,Athos Immobilien AG,IJM,ATHO,AM,6166,1,Z_EU_Liq3_noDETG,0
AT0000624705,853022,BKS Bank AG,BK5,KAER,AM,6166,1,Z_noMM,0
AT0000625108,854018,Oberbank AG,OBK,OBER,AM,6166,1,Z_EU_Liq3_noDETG,0
AT0000625504,854019,Bank für Tirol und Vorarlberg AG,ZTY,TIRA,AM,6166,1,Z_EU_Liq3_noDETG,0
AT0000640552,879095,Burgenland Holding AG,BH4,BHAV,AM,6166,1,Z_noMM,0
AT0000641352,876520,CA Immobilien Anlagen AG,BZY,CAIV,AM,6166,1,Z_EU_Liq2_TG,0
AT0000644505,852927,Lenzing AG,LEN,LENV,AM,6166,1,Z_EU_Liq2_TG,1
AT0000652011,909943,Erste Group Bank AG,EBO,ERST,AM,6166,1,Z_EU_Liq1_DETG,1
AT0000720008,588811,Telekom Austria AG,TA1,TELA,AM,6166,1,Z_EU_Liq2_TG,1
AT0000730007,632305,Andritz AG,AZ2,ANDR,AM,6166,1,Z_EU_Liq1_DETG,1
AT0000741053,878279,EVN AG,EVN,EVNV,AM,6166,1,Z_EU_Liq2_TG,1
AT0000743059,874341,OMV AG,OMV,OMVV,AM,6166,1,Z_EU_Liq1_DETG,1
AT0000746409,877738,Verbund AG,OEWA,VERB,AM,6166,1,Z_EU_Liq1_DETG,1
AT0000758305,919964,Palfinger AG,PFI,PALF,AM,6166,1,Z_EU_Liq2_TG,0
AT0000785407,922985,Fabasoft AG,FAA,FAAS,AM,6166,1,Z_EU_Liq1_DETG,1
AT0000785555,870378,Semperit AG Holding,SEW,SMPV,AM,6166,1,Z_EU_Liq2_TG,1
AT0000808209,910497,SW Umwelttechnik Stoiser & Wolschner AG,SWU,SWUT,AM,6166,1,Z_noMM,0
AT0000815402,852735,UBM Development AG,2U2,2U2,AM,6166,1,Z_EU_Liq2_TG,0
AT0000818802,915210,DO & CO AG,DOQ,DOCO,AM,6166,1,Z_EU_Liq2_TG,1
AT0000821103,928900,Uniqa,UN9,UNIQ,AM,6166,1,Z_EU_Liq1_DETG,1
AT0000824206,919214,AB Effectenbeteiligungen AG,JPH,ABEV,AM,6166,1,Z_noMM,0
AT0000831706,852894,Wienerberger AG,WIB,WBSV,AM,6166,1,Z_EU_Liq1_DETG,1
AT0000834007,893975,Wolford AG,WOF,WLFD,AM,6166,1,Z_EU_Liq3_noDETG,0
AT0000837307,A0JLPR,Zumtobel Group AG,T9Z,ZUMV,AM,6166,1,Z_EU_Liq2_TG,1
AT0000908504,A0ET17,Vienna Insurance Group AG,WSV2,VIGR,AM,6166,1,Z_EU_Liq2_TG,1
AT0000922554,892502,Rosenbauer International AG,ROI,RBAV,AM,6166,1,Z_EU_Liq2_TG,1
AT0000937503,897200,voestalpine AG,VAS,VOES,AM,6166,1,Z_EU_Liq1_DETG,1
AT0000938204,890447,Mayr-Melnhof Karton AG,MYM,MMKV,AM,6166,1,Z_EU_Liq2_TG,1
AT0000946652,907391,SBO AG,SLL,SBOE,AM,6166,1,Z_EU_Liq1_DETG,1
AT0000969985,922230,AT & S Austria Technologie & Systemtechnik AG,AUS,ATSV,AM,6166,1,Z_EU_Liq2_TG,1
AT0000A00XX9,A0JL31,Polytec Holding AG,P4N,POLV,AM,6166,1,Z_EU_Liq2_TG,1
AT0000A0E9W5,A0X9EJ,Kontron AG,KTN,SANT1,GD,6183,1,A_TecDAX,1
AT0000A21KS2,A2JN9W,CPI Europe AG,IMO1,IMO1,AM,6166,1,Z_EU_Liq2_TG,1
AT0000A25NJ6,A2PBHR,Wolftank-Adisa Holding AG,WAH,WAH,AM,6166,1,Z_EU_Liq3_noDETG,0
AT0000A325L0,A3D5BK,Austriacard Holdings AG,ACQ0,ACQ0,AM,6166,1,Z_EU_Liq3_noDETG,0
AT0000A34DM3,A3EGG4,EPH Group AG,GEPH,GEPH,AM,6166,1,Z_noMM,0
AT0000A3EPA4,A40QVT,ams-OSRAM AG,DQW,DQW,AM,6166,1,Z_EU_Liq2_TG,1
AT0000A3FW25,A40TC4,Steyr Motors AG,4X0,4X0,AM,6166,1,Z_EU_Liq1_DETG,1
AT0000APOST4,A0JML5,Österreichische Post AG,O3P,POST,AM,6166,1,Z_EU_Liq1_DETG,1
AT0000BAWAG2,A2DYJN,BAWAG Group AG,0B2,0B2,AM,6166,1,Z_EU_Liq1_DETG,1
AT0000KTMI02,A2JKHY,Pierer Mobility AG,PKTM,PKTM,AM,6166,1,Z_EU_Liq2_TG,1
AT000ADDIKO0,A2PMK5,Addiko Bank AG,ZYE1,ZYE1,AM,6166,1,Z_EU_Liq1_DETG,0
AT000AGRANA3,A2NB37,AGRANA Beteiligungs-AG,AGB2,AGB2,AM,6166,1,Z_EU_Liq2_TG,1
AT000KAPSCH9,A0MUZU,Kapsch TrafficCom AG,BZ6,KTCG,AM,6166,1,Z_EU_Liq2_TG,0
ATFREQUENT09,A2PHG5,Frequentis AG,FQT,FQT,AM,6166,1,Z_EU_Liq1_DETG,1
ATMARINOMED6,A2N9MM,Marinomed Biotech AG,93Z,93Z,AM,6166,1,Z_EU_Liq3_noDETG,0
AU0000001661,A2JETG,Raiden Resources Ltd.,YM4,YM4,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000003816,A2PDU9,Clearvue Technologies Ltd.,CKJ,CKJ,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000003PL9,A119T1,3P Learning Ltd.,73P,73P,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000005159,A2JJ6E,Jupiter Mines Ltd.,LGU,LGU,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000006124,A2JHF9,Acrow Ltd.,59Y,59Y,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000007627,A2JH72,Infinity Lithium Corp.,3PM,3PM,AF,6166,1,Z_ASIA_Liq2_TG,0
AU00000088E2,A14PRT,'88 Energy Ltd.,POQ,POQ,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000AAC9,763858,Australian Agricultural Co. Ltd.,AY5,AGRA,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000ADX9,875366,ADX Energy Ltd.,GHU,ADX,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000ADY7,A0B9TU,Admiralty Resources N.L.,AHS,ADYA,AG,6166,0,Z_ASIA_Liq3_noDETG,0
AU000000AEE7,A0JMMZ,Aura Energy Ltd.,VU1,VU1,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000AGL7,A12FQM,AGL Energy Ltd.,N9Z1,N9Z1,AF,6166,1,Z_ASIA_Liq2_TG,1
AU000000AGR4,A1C58J,Aguia Resources Ltd.,5N91,NMN,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000AGY0,215419,Argosy Minerals Ltd.,AM1,AM1G,AF,6166,1,Z_ASIA_Liq2_TG,1
AU000000AJX6,A1CTT8,Alexium International Group Ltd.,E7T,AJX,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000ALK9,863617,Alkane Resources Ltd.,AK7,ALKA,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000ALL7,901652,Aristocrat Leisure Ltd.,AC8,ALLT,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000ALQ6,A1J2YC,ALS Ltd.,CP4,CP4,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000ALY0,A0M162,Alchemy Resources Ltd.,45A,ALYA,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000AMI1,A115FX,Aurelia Metals Ltd.,YTR,YTC,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000AMP6,914928,AMP Ltd.,AMP,AMP,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000ANN9,552832,Ansell Ltd.,PD1A,PDPDA,AE,6166,1,Z_ASIA_Liq2_TG,0
AU000000ANZ3,A3D4V6,ANZ Group Holdings Ltd,X5Z1,X5Z1,AE,6166,1,Z_ASIA_Liq2_TG,0
AU000000AON7,A0M5PT,Apollo Minerals Ltd.,4AP,AON,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000APA1,577578,APA Group,PJZ,PJZ,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000APX3,A12HVN,Appen Ltd.,433,433,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000ARU5,787896,Arafura Resources Ltd.,REB,REBG,AF,6166,1,Z_ASIA_Liq2_TG,1
AU000000ARV3,A0MK5T,Artemis Resources Ltd.,ATY,ATY,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000ASB3,918412,Austal Ltd.,LX6,ASB,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000ASN8,A2AC6W,Anson Resources Ltd.,9MY,9MY,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000ASP3,A0NGFS,Aspermont Ltd.,00W,00W,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000ASX7,916902,ASX Ltd.,AUX,ASX,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000ATC9,A12E90,Altech Batteries Ltd.,A3Y,A3Y,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000AUB9,A0HGQB,AUB GROUP LTD.,A5H,AUB,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000AUC7,A0YE9R,Ausgold Ltd.,AU4,AUC,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000AVG6,A0ND5K,Australian Vintage Ltd.,MGE,AVGX,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000AVH4,A2P8DT,Avita Therapeutics Inc. (ADRs),51KB,51KB,AZ,6166,1,Z_USA_Liq3_noDETG,0
AU000000AVL6,A2ABRH,Australian Vanadium Ltd.,JT71,JT71,AF,6166,1,Z_ASIA_Liq2_TG,1
AU000000AXE7,A0MWX3,Archer Exploration Ltd.,38A,38A,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000AZJ1,A1J9LC,Aurizon Holdings Ltd.,QRL,QRL,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000BCB5,A2DXRL,Bowen Coking Coal Ltd.,6NG,6NG,AG,6166,0,Z_ASIA_Liq3_noDETG,0
AU000000BCI0,A0LE2R,BCI Minerals Ltd.,BC3,BCI,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000BEN6,919400,Bendigo & Adelaide Bank Ltd.,BDJ,BDJ,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000BGA8,A1JJ7U,Bega Cheese Ltd.,B6G,B6G,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000BHP4,850524,BHP Group Ltd.,BHP1,BHP1,AE,6166,1,Z_ASIA_Liq2_TG,1
AU000000BKY0,911733,Berkeley Energia Ltd.,B5R,BKY,AF,6166,1,Z_ASIA_Liq2_TG,1
AU000000BMN9,A0EAC6,Bannerman Resources Ltd.,BH6,BH6,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000BNR8,A0YGXR,Bulletin Resources Ltd.,7BR,7BR,AF,6166,1,Z_ASIA_Liq2_TG,1
AU000000BOQ8,338128,Bank of Queensland Ltd.,BXZ,BOQ,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000BPT9,859699,Beach Energy Ltd.,BPS,BPT,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000BRG2,A0RC7E,Breville Group Ltd.,HDE,HDE,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000BRK4,A14VRS,Brookside Energy Ltd.,8F3,8F3,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000BRN8,A14Z7W,BrainChip Holdings Ltd.,24Y,24Y,AF,6166,1,Z_ASIA_Liq2_TG,1
AU000000BSL0,633434,Bluescope Steel Ltd.,BH5,BSLS,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000BSX5,A2DGXT,Blackstone Minerals Ltd.,B9S,B9S,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000BTG8,A2JA0M,Beroni Group Ltd.,6B9,6B9,AG,6166,0,Z_noMM,0
AU000000BUX1,A0MYJD,Buxton Resources Ltd.,3B4,BUX,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000BVS9,A2DGXJ,Bravura Solutions Ltd.,BRA,BRAG,AF,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000BXB1,A0LA6D,Brambles Ltd.,R1H,BXB,AE,6166,1,Z_ASIA_Liq2_TG,0
AU000000BXN6,A1JWM6,Bioxyne Ltd.,PR8,PR8,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000CAN2,A2DSUQ,Cann Group Ltd.,CVJ,CVJ,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000CAR3,A14PN8,Carsales.com Ltd.,WN6,WN6,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000CAV5,A0MJ31,Carnavale Resources Ltd.,YBB,YBB,AT,6166,0,Z_USA_Liq3_noDETG,0
AU000000CBA7,882695,Commonwealth Bank of Australia,CWW,CBAX,AE,6166,1,Z_ASIA_Liq2_TG,1
AU000000CCE7,A2DJFY,Carnegie Clean Energy Ltd.,CNM1,CARMI,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000CCP3,A0D99X,Credit Corp. Group Ltd.,2RC,2RC,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000CDA3,A0DJ8C,Codan Ltd.,UL4,UL4,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000CDP1,577632,Carindale Property Trust,C3V,C3Vu,AG,6166,1,Z_noMM,0
AU000000CHN7,A0JDKP,Chalice Gold Mines Ltd.,C8U,C8U,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000CIA2,A111EF,Champion Iron Ltd.,MMPI,MMPI,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000CKF7,A1JCYL,Collins Foods Ltd.,6CF,6CF,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000CLA6,A1J56G,Celsius Resources Ltd.,FX8,FX8,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000CLZ3,A0NA2L,Classic Minerals Ltd.,2I7,2I7,AG,6166,0,Z_ASIA_Liq3_noDETG,0
AU000000CMM9,A2AEH7,Capricorn Metals Ltd.,MGM,MGY,AF,6166,1,Z_ASIA_Liq2_TG,1
AU000000CNJ3,A1W2NL,Conico Ltd.,BDD,BDD,AT,6166,0,Z_ASIA_Liq3_noDETG,0
AU000000COB8,A2DG1B,Cobalt Blue Holdings Ltd.,COH,COH1,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000COH5,898321,Cochlear Ltd.,OC5,COH,AE,6166,1,Z_ASIA_Liq2_TG,0
AU000000CQR9,A1CTRV,Charter Hall Retail REIT,MQV,CQRC,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000CSL8,890952,CSL Ltd.,CSJ,CSL,AE,6166,1,Z_ASIA_Liq2_TG,0
AU000000CTD3,A0YDGL,Corporate Travel Management Ltd.,1C6,CTD,AG,6166,0,Z_ASIA_Liq3_noDETG,0
AU000000CTO0,892606,Citigold Corporation Ltd.,CHP,CHPA,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000CTP7,A0JJWF,Central Petroleum Ltd.,C9J,CTP,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000CUV3,A0JEGY,Clinuvel Pharmaceuticals Ltd.,UR9,CUV,AF,6166,1,Z_ASIA_Liq2_TG,1
AU000000CWY3,A2AD6E,Cleanaway Waste Management Ltd.,TG9,TG9,AG,6166,1,Z_ASIA_Liq2_TG,0
AU000000CXO2,A0YJ93,Core Exploration Ltd.,7CX,7CX,AF,6166,0,Z_ASIA_Liq2_TG,1
AU000000CXU9,A0RPBW,Cauldron Energy Ltd.,UFX,CXU,AG,6166,0,Z_ASIA_Liq3_noDETG,0
AU000000CYL6,A0J3SR,Catalyst Metals Inc.,G2Y,G2Y,AT,6166,1,Z_EU_Liq3_noDETG,0
AU000000CYP7,A1W8VE,Cynata Therapeutics Ltd.,51S,51S,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000DCC9,A115DQ,DigitalX Ltd.,VSL,VSL,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000DDR5,A1C89A,Dicker Data Ltd.,D0D,D0D,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000DEM4,A2DNYE,DE.mem Ltd.,DM2,DM2,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000DMP0,A0EQ2E,Dominos Pizza Enterprises Ltd.,HQX,HQX,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000DNK9,A14UCJ,Danakali Ltd.,SO3,SO3,AT,6166,0,Z_USA_Liq3_noDETG,0
AU000000DOW2,615352,Downer EDI Ltd.,DNE,DNE,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000DRO2,A2DMAA,DroneShield Ltd.,DRH,DRH1,AE,6166,1,Z_ASIA_Liq2_TG,1
AU000000DTL4,A0B84K,Data3 Ltd.,20Y,20Y,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000DTZ4,A2DGDJ,Dotz Nano Ltd.,57N,57N,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000DUB3,A12HPG,Dubber Corp. Ltd.,O5A,O5A,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000DYL4,481592,Deep Yellow Ltd.,JMI,DYL,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000EHL7,A0KDVC,Emeco Holdings Ltd.,E3A,EHL,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000ELD6,A0RM27,Elders Ltd.,FTZ,FUCL,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000ELT2,A0YGFT,Elementos Ltd.,9EM,9EM,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000EMH5,A14XRL,European Metals Holdings Ltd.,E861,E861,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000EML7,A1J8P1,EML Payments Ltd.,A8Y1,A8Y1,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000EOS8,580850,Electro Optic Syst. Hldgs Ltd.,GP6,GP6,AG,6166,1,Z_ASIA_Liq2_TG,0
AU000000EPM8,A1J02L,Eclipse Metals Ltd.,9EU,9EU,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000EQX3,570325,Equatorial Resources Ltd.,PBU,EQXa,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000ERA9,865906,Energy Resources of Australia Ltd.,EJ7,ERA,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000ERM4,A0M8BN,Emmerson Resources Ltd.,42E,42E,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000EUR7,A2AR9A,European Lithium Ltd.,PF8,PF8,AF,6166,1,Z_ASIA_Liq2_TG,1
AU000000EVN4,A1JNWA,Evolution Mining Ltd.,WE7,WE7,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000EVT1,A2ACRX,Event Hospitality & Entertainment Ltd.,AQHE,AQHE,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000EXL4,A2JB8D,Elixinol Global Ltd.,E8M,E8M,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000EZL9,932713,Euroz Ltd.,E7L,E7L,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000FGR3,A2ABY7,First Graphite Ltd.,M11,M11,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000FLC5,A2DU34,Fluence Corp. Ltd.,4SVE,4SVE,AL,6166,1,Z_USA_Liq3_noDETG,0
AU000000FLT9,928191,Flight Centre Travel Group Ltd.,FLI,FLI,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000FMG4,121862,Fortescue Metals Group Ltd.,FVJ,FVJ,AE,6166,1,Z_ASIA_Liq2_TG,1
AU000000FML4,A0F610,Focus Minerals Ltd.,FZA,FMLA,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000FZR3,A1J88H,Fitzroy River Corporation Ltd.,KIO,EPGA,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000GBE0,A0HMWV,Globe Metals & Mining Ltd.,G4U,G4U,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000GEM7,A1C0D1,G8 Education Ltd.,3EAG,ELYA,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000GMG2,A0MWRF,Goodman Group,MY4,GMGAu,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000GNC9,626517,GrainCorp Ltd.,G3C,G3C,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000GPT8,867152,GPT Group,46T,GPT,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000GRR8,917447,Grange Resources Ltd.,GRR,SBD,AF,6166,1,Z_ASIA_Liq2_TG,1
AU000000GTG7,893882,Genetic Technologies Ltd.,DU8,GTG,AG,6166,0,Z_ASIA_Liq3_noDETG,0
AU000000HAV4,542176,Havilah Resources Ltd.,FWL,HAV,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000HFR1,A1JT2F,Highfield Resources Ltd.,23H,23H,AZ,6166,1,Z_EU_Liq2_TG,0
AU000000HLO6,A1W90D,Helloworld Travel Ltd. - Registered Shares o.N.,ID9,ID9,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000HMX5,A112GR,Hammer Metals Ltd.,6HM,6HM,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000HOR3,A1C2P9,Horseshoe Metals Ltd.,6HS,HOR,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000HRN5,A2DGTQ,Harizon Gold Ltd.,HO0,HO0,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000HUB4,A1W4H8,HUB24 Custodial Services Ltd.,FSB,FSB,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000HVN7,915865,Harvey Norman Holdings Ltd.,HNN,HVN,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000HZR9,A2AMF6,Hazer Group Ltd.,2H8,2H8,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000IAG3,941205,Insurance Australia Group Ltd.,NRM,IAG,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000ICI5,A14WSM,iCandy Interactive Ltd.,ZP6,ZP6G,AG,6166,0,Z_ASIA_Liq3_noDETG,0
AU000000IFL2,787897,Insignia Financial Ltd.,IOH,IOHG,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000IGO4,765651,Independence Group NL,IDZ,IDZG,AE,6166,1,Z_ASIA_Liq2_TG,1
AU000000ILU1,859133,Iluka Resources Ltd.,ILZ,ILU,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000IMA1,637106,Image Resources N.L.,I5R,IMAA,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000IMC7,A0RDPK,Immuron Ltd.,ANW,ANWG,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000IMD5,A0DPU0,Imdex Ltd.,IDG,IMD,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000IMM6,A2H81H,Immutep Ltd.,YP1B,YP1B,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000IMU9,891460,Imugene Ltd.,ILA,ILA1,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000ING6,A2ATGV,Inghams Group Ltd.,IH1,IH1,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000IPH9,A12F2H,IPH Ltd - Registered Shares o.N.,1IP,IPOH,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000IRE2,580897,Iress Ltd,BRF,BRFG,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000JBH7,727539,JB Hi-Fi Ltd.,JB3,JFG,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000JHX1,806951,James Hardie Industries PLC (ADRs),JHA,JHX,AZ,6166,1,Z_EU_Liq2_TG,0
AU000000JIN0,A1C82X,Jumbo Interactive Ltd.,JUB,JUM,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000JPR6,A0ERKU,Jupiter Energy Ltd.,J2E,JPRA,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000KAI5,A2AJ0B,Kairos Minerals Ltd.,YAJ,YAJ,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000KAR6,A0CAG4,Karoon Energy Ltd.,LBL,LBL,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000KCN1,905456,Kingsgate Consolidated Ltd.,KCN,KCN,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000KGL6,A0DQ1G,KGL Resources Ltd.,KN6,KGL,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000KGN2,A2AL96,Kogan.Com Ltd - Registered Shares o.N.,UZQ,UZQ,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000KP25,A2H63X,Kore Potash PLC,KP1,KP1,AZ,6166,1,Z_EU_Liq2_TG,0
AU000000KPO1,A14WKY,Kalina Power Ltd.,WHS,WHSG,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000KSN7,A1J7JF,Kingston Resources Ltd.,RZZ,RZZ,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000KZR3,A2PTCL,Kalamazoo Resources Ltd.,KR1,KR1G,AF,6166,0,Z_ASIA_Liq2_TG,0
AU000000LIT3,A14XX2,Lithium Australia NL,3MW,3MW,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000LKE1,796995,Lake Resources N.L.,LK1,LK1,AF,6166,1,Z_ASIA_Liq2_TG,1
AU000000LLC3,858788,LendLease Group,LLC,LLC,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000LMG2,872514,Latrobe Magnesium Ltd.,L2Q,LMG,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000LOV7,A12G1C,LOVISA HLDGS DEF.,LO7,LO7,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000LSA2,A0M95U,Lachlan Star Ltd.,GY6,LSA,AG,6166,0,Z_ASIA_Liq3_noDETG,0
AU000000LTR4,A0LFDX,Liontown Resources Ltd.,LIS,LIS,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000LYC6,871899,Lynas Rare Earths Ltd.,LYI,LYI,AE,6166,1,Z_ASIA_Liq2_TG,1
AU000000LYL7,A0DNP0,Lycopodium Ltd.,LW1,LW1,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000MAT8,A0RE43,Matsa Resources Ltd.,KB2,KAL,AF,6166,1,Z_ASIA_Liq2_TG,0
